time,valid_in,ready_in,valid_out,ready_out
245635000,0,0,0,1
245645000,0,0,0,1
245655000,0,0,0,1
245665000,0,0,0,1
245675000,0,0,0,1
245685000,0,0,0,1
245695000,0,0,0,1
245705000,0,0,0,1
245715000,0,0,0,1
245725000,0,0,0,1
245735000,0,0,0,1
245745000,0,0,0,1
245755000,0,0,0,1
245765000,0,0,0,1
245775000,0,0,0,1
245785000,0,0,0,1
245795000,0,0,0,1
245805000,0,0,0,1
245815000,0,0,0,1
245825000,0,0,0,1
245835000,0,0,0,1
245845000,0,0,0,1
245855000,0,0,0,1
245865000,0,0,0,1
245875000,0,0,0,1
245885000,0,0,0,1
245895000,0,0,0,1
245905000,0,0,0,1
245915000,0,0,0,1
245925000,0,0,0,1
245935000,0,0,0,1
245945000,0,0,0,1
245955000,0,0,0,1
245965000,0,0,0,1
245975000,0,0,0,1
245985000,0,0,0,1
245995000,0,0,0,1
246005000,0,0,0,1
246015000,0,0,0,1
246025000,0,0,0,1
246035000,0,0,0,1
246045000,0,0,0,1
246055000,0,0,0,1
246065000,0,0,0,1
246075000,0,0,0,1
246085000,0,0,0,1
246095000,0,0,0,1
246105000,0,0,0,1
246115000,0,0,0,1
246125000,0,0,0,1
246135000,0,0,0,1
246145000,0,0,0,1
246155000,0,0,0,1
246165000,0,0,0,1
246175000,0,0,0,1
246185000,0,0,0,1
246195000,0,0,0,1
246205000,0,0,0,1
246215000,0,0,0,1
246225000,0,0,0,1
246235000,0,0,0,1
246245000,0,0,0,1
246255000,0,0,0,1
246265000,0,0,0,1
246275000,0,0,0,1
246285000,0,0,0,1
246295000,0,0,0,1
246305000,0,0,0,1
246315000,0,0,0,1
246325000,0,0,0,1
246335000,0,0,0,1
246345000,0,0,0,1
246355000,0,0,0,1
246365000,0,0,0,1
246375000,0,0,0,1
246385000,0,0,0,1
246395000,0,0,0,1
246405000,0,0,0,1
246415000,0,0,0,1
246425000,0,0,0,1
246435000,0,0,0,1
246445000,0,0,0,1
246455000,0,0,0,1
246465000,0,0,0,1
246475000,0,0,0,1
246485000,0,0,0,1
246495000,0,0,0,1
246505000,0,0,0,1
246515000,0,0,0,1
246525000,0,0,0,1
246535000,0,0,0,1
246545000,0,0,0,1
246555000,0,0,0,1
246565000,0,0,0,1
246575000,0,0,0,1
246585000,0,0,0,1
246595000,0,0,0,1
246605000,0,0,0,1
246615000,0,0,0,1
246625000,0,0,0,1
246635000,0,0,0,1
246645000,0,0,0,1
246655000,0,0,0,1
246665000,0,0,0,1
246675000,0,0,0,1
246685000,0,0,0,1
246695000,0,0,0,1
246705000,0,0,0,1
246715000,0,0,0,1
246725000,0,0,0,1
246735000,0,0,0,1
246745000,0,0,0,1
246755000,0,0,0,1
246765000,0,0,0,1
246775000,0,0,0,1
246785000,0,0,0,1
246795000,0,0,0,1
246805000,0,0,0,1
246815000,0,0,0,1
246825000,0,0,0,1
246835000,0,0,0,1
246845000,0,0,0,1
246855000,0,0,0,1
246865000,0,0,0,1
246875000,0,0,0,1
246885000,0,0,0,1
246895000,0,0,0,1
246905000,0,0,0,1
246915000,0,0,0,1
246925000,0,0,0,1
246935000,0,0,0,1
246945000,0,0,0,1
246955000,0,0,0,1
246965000,0,0,0,1
246975000,0,0,0,1
246985000,0,0,0,1
246995000,0,0,0,1
247005000,0,0,0,1
247015000,0,0,0,1
247025000,0,0,0,1
247035000,0,0,0,1
247045000,0,0,0,1
247055000,0,0,0,1
247065000,0,0,0,1
247075000,0,0,0,1
247085000,0,0,0,1
247095000,0,0,0,1
247105000,0,0,0,1
247115000,0,0,0,1
247125000,0,0,0,1
247135000,0,0,0,1
247145000,0,0,0,1
247155000,0,0,0,1
247165000,0,0,0,1
247175000,0,0,0,1
247185000,0,0,0,1
247195000,0,0,0,1
247205000,0,0,0,1
247215000,0,0,0,1
247225000,0,0,0,1
247235000,0,0,0,1
247245000,0,0,0,1
247255000,0,0,0,1
247265000,0,0,0,1
247275000,0,0,0,1
247285000,0,0,0,1
247295000,0,0,0,1
247305000,0,0,0,1
247315000,0,0,0,1
247325000,0,0,0,1
247335000,0,0,0,1
247345000,0,0,0,1
247355000,0,0,0,1
247365000,0,0,0,1
247375000,0,0,0,1
247385000,0,0,0,1
247395000,0,0,0,1
247405000,0,0,0,1
247415000,0,0,0,1
247425000,0,0,0,1
247435000,0,0,0,1
247445000,0,0,0,1
247455000,0,0,0,1
247465000,0,0,0,1
247475000,0,0,0,1
247485000,0,0,0,1
247495000,0,0,0,1
247505000,0,0,0,1
247515000,0,0,0,1
247525000,0,0,0,1
247535000,0,0,0,1
247545000,0,0,0,1
247555000,0,0,0,1
247565000,0,0,0,1
247575000,0,0,0,1
247585000,0,0,0,1
247595000,0,0,0,1
247605000,0,0,0,1
247615000,0,0,0,1
247625000,0,0,0,1
247635000,0,0,0,1
247645000,0,0,0,1
247655000,0,0,0,1
247665000,0,0,0,1
247675000,0,0,0,1
247685000,0,0,0,1
247695000,0,0,0,1
247705000,0,0,0,1
247715000,0,0,0,1
247725000,0,0,0,1
247735000,0,0,0,1
247745000,0,0,0,1
247755000,0,0,0,1
247765000,0,0,0,1
247775000,0,0,0,1
247785000,0,0,0,1
247795000,0,0,0,1
247805000,0,0,0,1
247815000,0,0,0,1
247825000,0,0,0,1
247835000,0,0,0,1
247845000,0,0,0,1
247855000,0,0,0,1
247865000,0,0,0,1
247875000,0,0,0,1
247885000,0,0,0,1
247895000,0,0,0,1
247905000,0,0,0,1
247915000,0,0,0,1
247925000,0,0,0,1
247935000,0,0,0,1
247945000,0,0,0,1
247955000,0,0,0,1
247965000,0,0,0,1
247975000,0,0,0,1
247985000,0,0,0,1
247995000,0,0,0,1
248005000,0,0,0,1
248015000,0,0,0,1
248025000,0,0,0,1
248035000,0,0,0,1
248045000,0,0,0,1
248055000,0,0,0,1
248065000,0,0,0,1
248075000,0,0,0,1
248085000,0,0,0,1
248095000,0,0,0,1
248105000,0,0,0,1
248115000,0,0,0,1
248125000,0,0,0,1
248135000,0,0,0,1
248145000,0,0,0,1
248155000,0,0,0,1
248165000,0,0,0,1
248175000,0,0,0,1
248185000,0,0,0,1
248195000,0,0,0,1
248205000,0,0,0,1
248215000,0,0,0,1
248225000,0,0,0,1
248235000,0,0,0,1
248245000,0,0,0,1
248255000,0,0,0,1
248265000,0,0,0,1
248275000,0,0,0,1
248285000,0,0,0,1
248295000,0,0,0,1
248305000,0,0,0,1
248315000,0,0,0,1
248325000,0,0,0,1
248335000,0,0,0,1
248345000,0,0,0,1
248355000,0,0,0,1
248365000,0,0,0,1
248375000,0,0,0,1
248385000,0,0,0,1
248395000,0,0,0,1
248405000,0,0,0,1
248415000,0,0,0,1
248425000,0,0,0,1
248435000,0,0,0,1
248445000,0,0,0,1
248455000,0,0,0,1
248465000,0,0,0,1
248475000,0,0,0,1
248485000,0,0,0,1
248495000,0,0,0,1
248505000,0,0,0,1
248515000,0,0,0,1
248525000,0,0,0,1
248535000,0,0,0,1
248545000,0,0,0,1
248555000,0,0,0,1
248565000,0,0,0,1
248575000,0,0,0,1
248585000,0,0,0,1
248595000,0,0,0,1
248605000,0,0,0,1
248615000,0,0,0,1
248625000,0,0,0,1
248635000,0,0,0,1
248645000,0,0,0,1
248655000,0,0,0,1
248665000,0,0,0,1
248675000,0,0,0,1
248685000,0,0,0,1
248695000,0,0,0,1
248705000,0,0,0,1
248715000,0,0,0,1
248725000,0,0,0,1
248735000,0,0,0,1
248745000,0,0,0,1
248755000,0,0,0,1
248765000,0,0,0,1
248775000,0,0,0,1
248785000,0,0,0,1
248795000,0,0,0,1
248805000,0,0,0,1
248815000,0,0,0,1
248825000,0,0,0,1
248835000,0,0,0,1
248845000,0,0,0,1
248855000,0,0,0,1
248865000,0,0,0,1
248875000,0,0,0,1
248885000,0,0,0,1
248895000,0,0,0,1
248905000,0,0,0,1
248915000,0,0,0,1
248925000,0,0,0,1
248935000,0,0,0,1
248945000,0,0,0,1
248955000,0,0,0,1
248965000,0,0,0,1
248975000,0,0,0,1
248985000,0,0,0,1
248995000,0,0,0,1
249005000,0,0,0,1
249015000,0,0,0,1
249025000,0,0,0,1
249035000,0,0,0,1
249045000,0,0,0,1
249055000,0,0,0,1
249065000,0,0,0,1
249075000,0,0,0,1
249085000,0,0,0,1
249095000,0,0,0,1
249105000,0,0,0,1
249115000,0,0,0,1
249125000,0,0,0,1
249135000,0,0,0,1
249145000,0,0,0,1
249155000,0,0,0,1
249165000,0,0,0,1
249175000,0,0,0,1
249185000,0,0,0,1
249195000,0,0,0,1
249205000,0,0,0,1
249215000,0,0,0,1
249225000,0,0,0,1
249235000,0,0,0,1
249245000,0,0,0,1
249255000,0,0,0,1
249265000,0,0,0,1
249275000,0,0,0,1
249285000,0,0,0,1
249295000,0,0,0,1
249305000,0,0,0,1
249315000,0,0,0,1
249325000,0,0,0,1
249335000,0,0,0,1
249345000,0,0,0,1
249355000,0,0,0,1
249365000,0,0,0,1
249375000,0,0,0,1
249385000,0,0,0,1
249395000,0,0,0,1
249405000,0,0,0,1
249415000,0,0,0,1
249425000,0,0,0,1
249435000,0,0,0,1
249445000,0,0,0,1
249455000,0,0,0,1
249465000,0,0,0,1
249475000,0,0,0,1
249485000,0,0,0,1
249495000,0,0,0,1
249505000,0,0,0,1
249515000,0,0,0,1
249525000,0,0,0,1
249535000,0,0,0,1
249545000,0,0,0,1
249555000,0,0,0,1
249565000,0,0,0,1
249575000,0,0,0,1
249585000,0,0,0,1
249595000,0,0,0,1
249605000,0,0,0,1
249615000,0,0,0,1
249625000,0,0,0,1
249635000,0,0,0,1
249645000,0,0,0,1
249655000,0,0,0,1
249665000,0,0,0,1
249675000,0,0,0,1
249685000,0,0,0,1
249695000,0,0,0,1
249705000,0,0,0,1
249715000,0,0,0,1
249725000,0,0,0,1
249735000,0,0,0,1
249745000,0,0,0,1
249755000,0,0,0,1
249765000,0,0,0,1
249775000,0,0,0,1
249785000,0,0,0,1
249795000,0,0,0,1
249805000,0,0,0,1
249815000,0,0,0,1
249825000,0,0,0,1
249835000,0,0,0,1
249845000,0,0,0,1
249855000,0,0,0,1
249865000,0,0,0,1
249875000,0,0,0,1
249885000,0,0,0,1
249895000,0,0,0,1
249905000,0,0,0,1
249915000,0,0,0,1
249925000,0,0,0,1
249935000,0,0,0,1
249945000,0,0,0,1
249955000,0,0,0,1
249965000,0,0,0,1
249975000,0,0,0,1
249985000,0,0,0,1
249995000,0,0,0,1
250005000,0,0,0,1
250015000,0,0,0,1
250025000,0,0,0,1
250035000,0,0,0,1
250045000,0,0,0,1
250055000,0,0,0,1
250065000,0,0,0,1
250075000,0,0,0,1
250085000,0,0,0,1
250095000,0,0,0,1
250105000,0,0,0,1
250115000,0,0,0,1
250125000,0,0,0,1
250135000,0,0,0,1
250145000,0,0,0,1
250155000,0,0,0,1
250165000,0,0,0,1
250175000,0,0,0,1
250185000,0,0,0,1
250195000,0,0,0,1
250205000,0,0,0,1
250215000,0,0,0,1
250225000,0,0,0,1
250235000,0,0,0,1
250245000,0,0,0,1
250255000,0,0,0,1
250265000,0,0,0,1
250275000,0,0,0,1
250285000,0,0,0,1
250295000,0,0,0,1
250305000,0,0,0,1
250315000,0,0,0,1
250325000,0,0,0,1
250335000,0,0,0,1
250345000,0,0,0,1
250355000,0,0,0,1
250365000,0,0,0,1
250375000,0,0,0,1
250385000,0,0,0,1
250395000,0,0,0,1
250405000,0,0,0,1
250415000,0,0,0,1
250425000,0,0,0,1
250435000,0,0,0,1
250445000,0,0,0,1
250455000,0,0,0,1
250465000,0,0,0,1
250475000,0,0,0,1
250485000,0,0,0,1
250495000,0,0,0,1
250505000,0,0,0,1
250515000,0,0,0,1
250525000,0,0,0,1
250535000,0,0,0,1
250545000,0,0,0,1
250555000,0,0,0,1
250565000,0,0,0,1
250575000,0,0,0,1
250585000,0,0,0,1
250595000,0,0,0,1
250605000,0,0,0,1
250615000,0,0,0,1
250625000,0,0,0,1
250635000,0,0,0,1
250645000,0,0,0,1
250655000,0,0,0,1
250665000,0,0,0,1
250675000,0,0,0,1
250685000,0,0,0,1
250695000,0,0,0,1
250705000,0,0,0,1
250715000,0,0,0,1
250725000,0,0,0,1
250735000,0,0,0,1
250745000,0,0,0,1
250755000,0,0,0,1
250765000,0,0,0,1
250775000,0,0,0,1
250785000,0,0,0,1
250795000,0,0,0,1
250805000,0,0,0,1
250815000,0,0,0,1
250825000,0,0,0,1
250835000,0,0,0,1
250845000,0,0,0,1
250855000,0,0,0,1
250865000,0,0,0,1
250875000,0,0,0,1
250885000,0,0,0,1
250895000,0,0,0,1
250905000,0,0,0,1
250915000,0,0,0,1
250925000,0,0,0,1
250935000,0,0,0,1
250945000,0,0,0,1
250955000,0,0,0,1
250965000,0,0,0,1
250975000,0,0,0,1
250985000,0,0,0,1
250995000,0,0,0,1
251005000,0,0,0,1
251015000,0,0,0,1
251025000,0,0,0,1
251035000,0,0,0,1
251045000,0,0,0,1
251055000,0,0,0,1
251065000,0,0,0,1
251075000,0,0,0,1
251085000,0,0,0,1
251095000,0,0,0,1
251105000,0,0,0,1
251115000,0,0,0,1
251125000,0,0,0,1
251135000,0,0,0,1
251145000,0,0,0,1
251155000,0,0,0,1
251165000,0,0,0,1
251175000,0,0,0,1
251185000,0,0,0,1
251195000,0,0,0,1
251205000,0,0,0,1
251215000,0,0,0,1
251225000,0,0,0,1
251235000,0,0,0,1
251245000,0,0,0,1
251255000,0,0,0,1
251265000,0,0,0,1
251275000,0,0,0,1
251285000,0,0,0,1
251295000,0,0,0,1
251305000,0,0,0,1
251315000,0,0,0,1
251325000,0,0,0,1
251335000,0,0,0,1
251345000,0,0,0,1
251355000,0,0,0,1
251365000,0,0,0,1
251375000,0,0,0,1
251385000,0,0,0,1
251395000,0,0,0,1
251405000,0,0,0,1
251415000,0,0,0,1
251425000,0,0,0,1
251435000,0,0,0,1
251445000,0,0,0,1
251455000,0,0,0,1
251465000,0,0,0,1
251475000,0,0,0,1
251485000,0,0,0,1
251495000,0,0,0,1
251505000,0,0,0,1
251515000,0,0,0,1
251525000,0,0,0,1
251535000,0,0,0,1
251545000,0,0,0,1
251555000,0,0,0,1
251565000,0,0,0,1
251575000,0,0,0,1
251585000,0,0,0,1
251595000,0,0,0,1
251605000,0,0,0,1
251615000,0,0,0,1
251625000,0,0,0,1
251635000,0,0,0,1
251645000,0,0,0,1
251655000,0,0,0,1
251665000,0,0,0,1
251675000,0,0,0,1
251685000,0,0,0,1
251695000,0,0,0,1
251705000,0,0,0,1
251715000,0,0,0,1
251725000,0,0,0,1
251735000,0,0,0,1
251745000,0,0,0,1
251755000,0,0,0,1
251765000,0,0,0,1
251775000,0,0,0,1
251785000,0,0,0,1
251795000,0,0,0,1
251805000,0,0,0,1
251815000,0,0,0,1
251825000,0,0,0,1
251835000,0,0,0,1
251845000,0,0,0,1
251855000,0,0,0,1
251865000,0,0,0,1
251875000,0,0,0,1
251885000,0,0,0,1
251895000,0,0,0,1
251905000,0,0,0,1
251915000,0,0,0,1
251925000,0,0,0,1
251935000,0,0,0,1
251945000,0,0,0,1
251955000,0,0,0,1
251965000,0,0,0,1
251975000,0,0,0,1
251985000,0,0,0,1
251995000,0,0,0,1
252005000,0,0,0,1
252015000,0,0,0,1
252025000,0,0,0,1
252035000,0,0,0,1
252045000,0,0,0,1
252055000,0,0,0,1
252065000,0,0,0,1
252075000,0,0,0,1
252085000,0,0,0,1
252095000,0,0,0,1
252105000,0,0,0,1
252115000,0,0,0,1
252125000,0,0,0,1
252135000,0,0,0,1
252145000,0,0,0,1
252155000,0,0,0,1
252165000,0,0,0,1
252175000,0,0,0,1
252185000,0,0,0,1
252195000,0,0,0,1
252205000,0,0,0,1
252215000,0,0,0,1
252225000,0,0,0,1
252235000,0,0,0,1
252245000,0,0,0,1
252255000,0,0,0,1
252265000,0,0,0,1
252275000,0,0,0,1
252285000,0,0,0,1
252295000,0,0,0,1
252305000,0,0,0,1
252315000,0,0,0,1
252325000,0,0,0,1
252335000,0,0,0,1
252345000,0,0,0,1
252355000,0,0,0,1
252365000,0,0,0,1
252375000,0,0,0,1
252385000,0,0,0,1
252395000,0,0,0,1
252405000,0,0,0,1
252415000,0,0,0,1
252425000,0,0,0,1
252435000,0,0,0,1
252445000,0,0,0,1
252455000,0,0,0,1
252465000,0,0,0,1
252475000,0,0,0,1
252485000,0,0,0,1
252495000,0,0,0,1
252505000,0,0,0,1
252515000,0,0,0,1
252525000,0,0,0,1
252535000,0,0,0,1
252545000,0,0,0,1
252555000,0,0,0,1
252565000,0,0,0,1
252575000,0,0,0,1
252585000,0,0,0,1
252595000,0,0,0,1
252605000,0,0,0,1
252615000,0,0,0,1
252625000,0,0,0,1
252635000,0,0,0,1
252645000,0,0,0,1
252655000,0,0,0,1
252665000,0,0,0,1
252675000,0,0,0,1
252685000,0,0,0,1
252695000,0,0,0,1
252705000,0,0,0,1
252715000,0,0,0,1
252725000,0,0,0,1
252735000,0,0,0,1
252745000,0,0,0,1
252755000,0,0,0,1
252765000,0,0,0,1
252775000,0,0,0,1
252785000,0,0,0,1
252795000,0,0,0,1
252805000,0,0,0,1
252815000,0,0,0,1
252825000,0,0,0,1
252835000,0,0,0,1
252845000,0,0,0,1
252855000,0,0,0,1
252865000,0,0,0,1
252875000,0,0,0,1
252885000,0,0,0,1
252895000,0,0,0,1
252905000,0,0,0,1
252915000,0,0,0,1
252925000,0,0,0,1
252935000,0,0,0,1
252945000,0,0,0,1
252955000,0,0,0,1
252965000,0,0,0,1
252975000,0,0,0,1
252985000,0,0,0,1
252995000,0,0,0,1
253005000,0,0,0,1
253015000,0,0,0,1
253025000,0,0,0,1
253035000,0,0,0,1
253045000,0,0,0,1
253055000,0,0,0,1
253065000,0,0,0,1
253075000,0,0,0,1
253085000,0,0,0,1
253095000,0,0,0,1
253105000,0,0,0,1
253115000,0,0,0,1
253125000,0,0,0,1
253135000,0,0,0,1
253145000,0,0,0,1
253155000,0,0,0,1
253165000,0,0,0,1
253175000,0,0,0,1
253185000,0,0,0,1
253195000,0,0,0,1
253205000,0,0,0,1
253215000,0,0,0,1
253225000,0,0,0,1
253235000,0,0,0,1
253245000,0,0,0,1
253255000,0,0,0,1
253265000,0,0,0,1
253275000,0,0,0,1
253285000,0,0,0,1
253295000,0,0,0,1
253305000,0,0,0,1
253315000,0,0,0,1
253325000,0,0,0,1
253335000,0,0,0,1
253345000,0,0,0,1
253355000,0,0,0,1
253365000,0,0,0,1
253375000,0,0,0,1
253385000,0,0,0,1
253395000,0,0,0,1
253405000,0,0,0,1
253415000,0,0,0,1
253425000,0,0,0,1
253435000,0,0,0,1
253445000,0,0,0,1
253455000,0,0,0,1
253465000,0,0,0,1
253475000,0,0,0,1
253485000,0,0,0,1
253495000,0,0,0,1
253505000,0,0,0,1
253515000,0,0,0,1
253525000,0,0,0,1
253535000,0,0,0,1
253545000,0,0,0,1
253555000,0,0,0,1
253565000,0,0,0,1
253575000,0,0,0,1
253585000,0,0,0,1
253595000,0,0,0,1
253605000,0,0,0,1
253615000,0,0,0,1
253625000,0,0,0,1
253635000,0,0,0,1
253645000,0,0,0,1
253655000,0,0,0,1
253665000,0,0,0,1
253675000,0,0,0,1
253685000,0,0,0,1
253695000,0,0,0,1
253705000,0,0,0,1
253715000,0,0,0,1
253725000,0,0,0,1
253735000,0,0,0,1
253745000,0,0,0,1
253755000,0,0,0,1
253765000,0,0,0,1
253775000,0,0,0,1
253785000,0,0,0,1
253795000,0,0,0,1
253805000,0,0,0,1
253815000,0,0,0,1
253825000,0,0,0,1
253835000,0,0,0,1
253845000,0,0,0,1
253855000,0,0,0,1
253865000,0,0,0,1
253875000,0,0,0,1
253885000,0,0,0,1
253895000,0,0,0,1
253905000,0,0,0,1
253915000,0,0,0,1
253925000,0,0,0,1
253935000,0,0,0,1
253945000,0,0,0,1
253955000,0,0,0,1
253965000,0,0,0,1
253975000,0,0,0,1
253985000,0,0,0,1
253995000,0,0,0,1
254005000,0,0,0,1
254015000,0,0,0,1
254025000,0,0,0,1
254035000,0,0,0,1
254045000,0,0,0,1
254055000,0,0,0,1
254065000,0,0,0,1
254075000,0,0,0,1
254085000,0,0,0,1
254095000,0,0,0,1
254105000,0,0,0,1
254115000,0,0,0,1
254125000,0,0,0,1
254135000,0,0,0,1
254145000,0,0,0,1
254155000,0,0,0,1
254165000,0,0,0,1
254175000,0,0,0,1
254185000,0,0,0,1
254195000,0,0,0,1
254205000,0,0,0,1
254215000,0,0,0,1
254225000,0,0,0,1
254235000,0,0,0,1
254245000,0,0,0,1
254255000,0,0,0,1
254265000,0,0,0,1
254275000,0,0,0,1
254285000,0,0,0,1
254295000,0,0,0,1
254305000,0,0,0,1
254315000,0,0,0,1
254325000,0,0,0,1
254335000,0,0,0,1
254345000,0,0,0,1
254355000,0,0,0,1
254365000,0,0,0,1
254375000,0,0,0,1
254385000,0,0,0,1
254395000,0,0,0,1
254405000,0,0,0,1
254415000,0,0,0,1
254425000,0,0,0,1
254435000,0,0,0,1
254445000,0,0,0,1
254455000,0,0,0,1
254465000,0,0,0,1
254475000,0,0,0,1
254485000,0,0,0,1
254495000,0,0,0,1
254505000,0,0,0,1
254515000,0,0,0,1
254525000,0,0,0,1
254535000,0,0,0,1
254545000,0,0,0,1
254555000,0,0,0,1
254565000,0,0,0,1
254575000,0,0,0,1
254585000,0,0,0,1
254595000,0,0,0,1
254605000,0,0,0,1
254615000,0,0,0,1
254625000,0,0,0,1
254635000,0,0,0,1
254645000,0,0,0,1
254655000,0,0,0,1
254665000,0,0,0,1
254675000,0,0,0,1
254685000,0,0,0,1
254695000,0,0,0,1
254705000,0,0,0,1
254715000,0,0,0,1
254725000,0,0,0,1
254735000,0,0,0,1
254745000,0,0,0,1
254755000,0,0,0,1
254765000,0,0,0,1
254775000,0,0,0,1
254785000,0,0,0,1
254795000,0,0,0,1
254805000,0,0,0,1
254815000,0,0,0,1
254825000,0,0,0,1
254835000,0,0,0,1
254845000,0,0,0,1
254855000,0,0,0,1
254865000,0,0,0,1
254875000,0,0,0,1
254885000,0,0,0,1
254895000,0,0,0,1
254905000,0,0,0,1
254915000,0,0,0,1
254925000,0,0,0,1
254935000,0,0,0,1
254945000,0,0,0,1
254955000,0,0,0,1
254965000,0,0,0,1
254975000,0,0,0,1
254985000,0,0,0,1
254995000,0,0,0,1
255005000,0,0,0,1
255015000,0,0,0,1
255025000,0,0,0,1
255035000,0,0,0,1
255045000,0,0,0,1
255055000,0,0,0,1
255065000,0,0,0,1
255075000,0,0,0,1
255085000,0,0,0,1
255095000,0,0,0,1
255105000,0,0,0,1
255115000,0,0,0,1
255125000,0,0,0,1
255135000,0,0,0,1
255145000,0,0,0,1
255155000,0,0,0,1
255165000,0,0,0,1
255175000,0,0,0,1
255185000,0,0,0,1
255195000,0,0,0,1
255205000,0,0,0,1
255215000,0,0,0,1
255225000,0,0,0,1
255235000,0,0,0,1
255245000,0,0,0,1
255255000,0,0,0,1
255265000,0,0,0,1
255275000,0,0,0,1
255285000,0,0,0,1
255295000,0,0,0,1
255305000,0,0,0,1
255315000,0,0,0,1
255325000,0,0,0,1
255335000,0,0,0,1
255345000,0,0,0,1
255355000,0,0,0,1
255365000,0,0,0,1
255375000,0,0,0,1
255385000,0,0,0,1
255395000,0,0,0,1
255405000,0,0,0,1
255415000,0,0,0,1
255425000,0,0,0,1
255435000,0,0,0,1
255445000,0,0,0,1
255455000,0,0,0,1
255465000,0,0,0,1
255475000,0,0,0,1
255485000,0,0,0,1
255495000,0,0,0,1
255505000,0,0,0,1
255515000,0,0,0,1
255525000,0,0,0,1
255535000,0,0,0,1
255545000,0,0,0,1
255555000,0,0,0,1
255565000,0,0,0,1
255575000,0,0,0,1
255585000,0,0,0,1
255595000,0,0,0,1
255605000,0,0,0,1
255615000,0,0,0,1
255625000,0,0,0,1
255635000,0,0,0,1
255645000,0,0,0,1
255655000,0,0,0,1
255665000,0,0,0,1
255675000,0,0,0,1
255685000,0,0,0,1
255695000,0,0,0,1
255705000,0,0,0,1
255715000,0,0,0,1
255725000,0,0,0,1
255735000,0,0,0,1
255745000,0,0,0,1
255755000,0,0,0,1
255765000,0,0,0,1
255775000,0,0,0,1
255785000,0,0,0,1
255795000,0,0,0,1
255805000,0,0,0,1
255815000,0,0,0,1
255825000,0,0,0,1
255835000,0,0,0,1
255845000,0,0,0,1
255855000,0,0,0,1
255865000,0,0,0,1
255875000,0,0,0,1
255885000,0,0,0,1
255895000,0,0,0,1
255905000,0,0,0,1
255915000,0,0,0,1
255925000,0,0,0,1
255935000,0,0,0,1
255945000,0,0,0,1
255955000,0,0,0,1
255965000,0,0,0,1
255975000,0,0,0,1
255985000,0,0,0,1
255995000,0,0,0,1
256005000,0,0,0,1
256015000,0,0,0,1
256025000,0,0,0,1
256035000,0,0,0,1
256045000,0,0,0,1
256055000,0,0,0,1
256065000,0,0,0,1
256075000,0,0,0,1
256085000,0,0,0,1
256095000,0,0,0,1
256105000,0,0,0,1
256115000,0,0,0,1
256125000,0,0,0,1
256135000,0,0,0,1
256145000,0,0,0,1
256155000,0,0,0,1
256165000,0,0,0,1
256175000,0,0,0,1
256185000,0,0,0,1
256195000,0,0,0,1
256205000,0,0,0,1
256215000,0,0,0,1
256225000,0,0,0,1
256235000,0,0,0,1
256245000,0,0,0,1
256255000,0,0,0,1
256265000,0,0,0,1
256275000,0,0,0,1
256285000,0,0,0,1
256295000,0,0,0,1
256305000,0,0,0,1
256315000,0,0,0,1
256325000,0,0,0,1
256335000,0,0,0,1
256345000,0,0,0,1
256355000,0,0,0,1
256365000,0,0,0,1
256375000,0,0,0,1
256385000,0,0,0,1
256395000,0,0,0,1
256405000,0,0,0,1
256415000,0,0,0,1
256425000,0,0,0,1
256435000,0,0,0,1
256445000,0,0,0,1
256455000,0,0,0,1
256465000,0,0,0,1
256475000,0,0,0,1
256485000,0,0,0,1
256495000,0,0,0,1
256505000,0,0,0,1
256515000,0,0,0,1
256525000,0,0,0,1
256535000,0,0,0,1
256545000,0,0,0,1
256555000,0,0,0,1
256565000,0,0,0,1
256575000,0,0,0,1
256585000,0,0,0,1
256595000,0,0,0,1
256605000,0,0,0,1
256615000,0,0,0,1
256625000,0,0,0,1
256635000,0,0,0,1
256645000,0,0,0,1
256655000,0,0,0,1
256665000,0,0,0,1
256675000,0,0,0,1
256685000,0,0,0,1
256695000,0,0,0,1
256705000,0,0,0,1
256715000,0,0,0,1
256725000,0,0,0,1
256735000,0,0,0,1
256745000,0,0,0,1
256755000,0,0,0,1
256765000,0,0,0,1
256775000,0,0,0,1
256785000,0,0,0,1
256795000,0,0,0,1
256805000,0,0,0,1
256815000,0,0,0,1
256825000,0,0,0,1
256835000,0,0,0,1
256845000,0,0,0,1
256855000,0,0,0,1
256865000,0,0,0,1
256875000,0,0,0,1
256885000,0,0,0,1
256895000,0,0,0,1
256905000,0,0,0,1
256915000,0,0,0,1
256925000,0,0,0,1
256935000,0,0,0,1
256945000,0,0,0,1
256955000,0,0,0,1
256965000,0,0,0,1
256975000,0,0,0,1
256985000,0,0,0,1
256995000,0,0,0,1
257005000,0,0,0,1
257015000,0,0,0,1
257025000,0,0,0,1
257035000,0,0,0,1
257045000,0,0,0,1
257055000,0,0,0,1
257065000,0,0,0,1
257075000,0,0,0,1
257085000,0,0,0,1
257095000,0,0,0,1
257105000,0,0,0,1
257115000,0,0,0,1
257125000,0,0,0,1
257135000,0,0,0,1
257145000,0,0,0,1
257155000,0,0,0,1
257165000,0,0,0,1
257175000,0,0,0,1
257185000,0,0,0,1
257195000,0,0,0,1
257205000,0,0,0,1
257215000,0,0,0,1
257225000,0,0,0,1
257235000,0,0,0,1
257245000,0,0,0,1
257255000,0,0,0,1
257265000,0,0,0,1
